Prestige Estates Projects Ltd.,CONSTRUCTION,PRESTIGE,INE811K01011
Prism Cement Ltd.,CEMENT & CEMENT PRODUCTS,PRISMCEM,INE010A01011
Procter & Gamble Hygiene & Health Care Ltd.,CONSUMER GOODS,PGHH,INE179A01014
Punjab National Bank,FINANCIAL SERVICES,PNB,INE160A01022
Quess Corp Ltd.,SERVICES,QUESS,INE615P01015
RBL Bank Ltd.,FINANCIAL SERVICES,RBLBANK,INE976G01028
Radico Khaitan Ltd,CONSUMER GOODS,RADICO,INE944F01028
Rain Industries Ltd,CHEMICALS,RAIN,INE855B01025
Rajesh Exports Ltd.,CONSUMER GOODS,RAJESHEXPO,INE343B01030
Rallis India Ltd.,FERTILISERS & PESTICIDES,RALLIS,INE613A01020
Ramco Systems Ltd.,IT,RAMCOSYS,INE246B01019
Ramkrishna Forgings Ltd.,INDUSTRIAL MANUFACTURING,RKFORGE,INE399G01015
Rashtriya Chemicals & Fertilizers Ltd.,FERTILISERS & PESTICIDES,RCF,INE027A01015
RattanIndia Power Ltd.,ENERGY,RTNPOWER,INE399K01017
Raymond Ltd.,TEXTILES,RAYMOND,INE301A01014
Redington (India) Ltd.,SERVICES,REDINGTON,INE891D01026
Relaxo Footwears Ltd.,CONSUMER GOODS,RELAXO,INE131B01039
Reliance Capital Ltd.,FINANCIAL SERVICES,RELCAPITAL,INE013A01015
Reliance Communications Ltd.,TELECOM,RCOM,INE330H01018
Reliance Industries Ltd.,ENERGY,RELIANCE,INE002A01018
Reliance Infrastructure Ltd.,ENERGY,RELINFRA,INE036A01016
Reliance Naval and Engineering Ltd.,INDUSTRIAL MANUFACTURING,RNAVAL,INE542F01012
Reliance Power Ltd.,ENERGY,RPOWER,INE614G01033
Religare Enterprises Ltd.,FINANCIAL SERVICES,RELIGARE,INE621H01010
Repco Home Finance Ltd.,FINANCIAL SERVICES,REPCOHOME,INE612J01015
Rupa & Company Ltd.,TEXTILES,RUPA,INE895B01021
Rural Electrification Corporation Ltd.,FINANCIAL SERVICES,RECLTD,INE020B01018
S H Kelkar and Company Ltd.,CONSUMER GOODS,SHK,INE500L01026
SJVN Ltd.,ENERGY,SJVN,INE002L01015
SKF India Ltd.,INDUSTRIAL MANUFACTURING,SKFINDIA,INE640A01023
SML Isuzu Ltd.,AUTOMOBILE,SMLISUZU,INE294B01019
SREI Infrastructure Finance Ltd.,FINANCIAL SERVICES,SREINFRA,INE872A01014
SRF Ltd.,TEXTILES,SRF,INE647A01010
Sadbhav Engineering Ltd.,CONSTRUCTION,SADBHAV,INE226H01026
Sanofi India Ltd.,PHARMA,SANOFI,INE058A01010
Schaeffler India Ltd.,INDUSTRIAL MANUFACTURING,SCHAEFFLER,INE513A01014
Schneider Electric Infrastructure Ltd.,INDUSTRIAL MANUFACTURING,SCHNEIDER,INE839M01018
Sharda Cropchem Ltd.,FERTILISERS & PESTICIDES,SHARDACROP,INE221J01015
Sheela Foam Ltd.,CONSUMER GOODS,SFL,INE916U01025
Shilpa Medicare Ltd.,PHARMA,SHILPAMED,INE790G01031
Shipping Corporation of India Ltd.,SERVICES,SCI,INE109A01011
Shoppers Stop Ltd.,CONSUMER GOODS,SHOPERSTOP,INE498B01024
Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,SHREECEM,INE070A01015
Shree Renuka Sugars Ltd.,CONSUMER GOODS,RENUKA,INE087H01022
Shriram City Union Finance Ltd.,FINANCIAL SERVICES,SHRIRAMCIT,INE722A01011
Shriram Transport Finance Co. Ltd.,FINANCIAL SERVICES,SRTRANSFIN,INE721A01013
Siemens Ltd.,INDUSTRIAL MANUFACTURING,SIEMENS,INE003A01024
Snowman Logistics Ltd.,SERVICES,SNOWMAN,INE734N01019
Sobha Ltd.,CONSTRUCTION,SOBHA,INE671H01015
Solar Industries India Ltd.,CHEMICALS,SOLARINDS,INE343H01029
Somany Ceramics Ltd.,CONSTRUCTION,SOMANYCERA,INE355A01028
Sonata Software Ltd.,IT,SONATSOFTW,INE269A01021
South Indian Bank Ltd.,FINANCIAL SERVICES,SOUTHBANK,INE683A01023
Star Cement Ltd.,CEMENT & CEMENT PRODUCTS,STARCEMENT,INE460H01021
State Bank of India,FINANCIAL SERVICES,SBIN,INE062A01020
Steel Authority of India Ltd.,METALS,SAIL,INE114A01011
Sterlite Technologies Ltd.,TELECOM,STRTECH,INE089C01029
Sudarshan Chemical Industries Ltd.,CHEMICALS,SUDARSCHEM,INE659A01023
Sun Pharma Advanced Research Company Ltd.,PHARMA,SPARC,INE232I01014
Sun Pharmaceutical Industries Ltd.,PHARMA,SUNPHARMA,INE044A01036
Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,SUNTV,INE424H01027
Sundram Fasteners Ltd.,AUTOMOBILE,SUNDRMFAST,INE387A01021
Sunteck Realty Ltd.,CONSTRUCTION,SUNTECK,INE805D01034
Suprajit Engineering Ltd.,AUTOMOBILE,SUPRAJIT,INE399C01030
Supreme Industries Ltd.,INDUSTRIAL MANUFACTURING,SUPREMEIND,INE195A01028
Supreme Petrochem Ltd.,CHEMICALS,SUPPETRO,INE663A01017
Suven Life Sciences Ltd.,PHARMA,SUVEN,INE495B01038
Suzlon Energy Ltd.,INDUSTRIAL MANUFACTURING,SUZLON,INE040H01021
Swan Energy Ltd.,TEXTILES,SWANENERGY,INE665A01038
Symphony Ltd.,CONSUMER GOODS,SYMPHONY,INE225D01027
Syndicate Bank,FINANCIAL SERVICES,SYNDIBANK,INE667A01018
Syngene International Ltd.,PHARMA,SYNGENE,INE398R01022
TI Financial Holdings Ltd.,FINANCIAL SERVICES,TIFIN,INE149A01033
TTK Prestige Ltd.,CONSUMER GOODS,TTKPRESTIG,INE690A01010
TV Today Network Ltd.,MEDIA & ENTERTAINMENT,TVTODAY,INE038F01029
TV18 Broadcast Ltd.,MEDIA & ENTERTAINMENT,TV18BRDCST,INE886H01027
TVS Motor Company Ltd.,AUTOMOBILE,TVSMOTOR,INE494B01023
TVS Srichakra Ltd.,AUTOMOBILE,TVSSRICHAK,INE421C01016
Take Solutions Ltd.,IT,TAKE,INE142I01023
Tamil Nadu Newsprint & Papers Ltd.,PAPER,TNPL,INE107A01015
Tata Chemicals Ltd.,CHEMICALS,TATACHEM,INE092A01019
Tata Coffee Ltd.,CONSUMER GOODS,TATACOFFEE,INE493A01027
Tata Communications Ltd.,TELECOM,TATACOMM,INE151A01013
Tata Consultancy Services Ltd.,IT,TCS,INE467B01029
Tata Elxsi Ltd.,IT,TATAELXSI,INE670A01012
Tata Global Beverages Ltd.,CONSUMER GOODS,TATAGLOBAL,INE192A01025
Tata Investment Corporation Ltd.,FINANCIAL SERVICES,TATAINVEST,INE672A01018
Tata Motors Ltd DVR,AUTOMOBILE,TATAMTRDVR,IN9155A01020
Tata Motors Ltd.,AUTOMOBILE,TATAMOTORS,INE155A01022
Tata Power Co. Ltd.,ENERGY,TATAPOWER,INE245A01021
Tata Sponge Iron Ltd.,METALS,TATASPONGE,INE674A01014
Tata Steel Ltd.,METALS,TATASTEEL,INE081A01012
Tech Mahindra Ltd.,IT,TECHM,INE669C01036
Techno Elt & Eng Co. Ltd.,CONSTRUCTION,TECHNO,INE286K01024
Texmaco Rail & Eng. Ltd.,INDUSTRIAL MANUFACTURING,TEXRAIL,INE621L01012
The Ramco Cements Ltd.,CEMENT & CEMENT PRODUCTS,RAMCOCEM,INE331A01037
Thermax Ltd.,INDUSTRIAL MANUFACTURING,THERMAX,INE152A01029
Thomas Cook (India) Ltd.,SERVICES,THOMASCOOK,INE332A01027
Thyrocare Technologies Ltd.,HEALTHCARE SERVICES,THYROCARE,INE594H01019
Time Technoplast Ltd.,INDUSTRIAL MANUFACTURING,TIMETECHNO,INE508G01029
Timken India Ltd.,INDUSTRIAL MANUFACTURING,TIMKEN,INE325A01013
Titan Company Ltd.,CONSUMER GOODS,TITAN,INE280A01028
Torrent Pharmaceuticals Ltd.,PHARMA,TORNTPHARM,INE685A01028
Torrent Power Ltd.,ENERGY,TORNTPOWER,INE813H01021
Trent Ltd.,CONSUMER GOODS,TRENT,INE849A01020
Trident Ltd.,TEXTILES,TRIDENT,INE064C01014
UCO Bank,FINANCIAL SERVICES,UCOBANK,INE691A01018
UFLEX Ltd.,INDUSTRIAL MANUFACTURING,UFLEX,INE516A01017
UPL Ltd.,FERTILISERS & PESTICIDES,UPL,INE628A01036
Ujjivan Financial Services Ltd.,FINANCIAL SERVICES,UJJIVAN,INE334L01012
UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,INE481G01011
Unichem Laboratories Ltd.,PHARMA,UNICHEMLAB,INE351A01035
Union Bank of India,FINANCIAL SERVICES,UNIONBANK,INE692A01016
Unitech Ltd.,CONSTRUCTION,UNITECH,INE694A01020
United Bank of India,FINANCIAL SERVICES,UNITEDBNK,INE695A01019
United Breweries Ltd.,CONSUMER GOODS,UBL,INE686F01025
United Spirits Ltd.,CONSUMER GOODS,MCDOWELL-N,INE854D01016
V-Guard Industries Ltd.,INDUSTRIAL MANUFACTURING,VGUARD,INE951I01027
V.I.P. Industries Ltd.,CONSUMER GOODS,VIPIND,INE054A01027
VRL Logistics Ltd.,SERVICES,VRLLOG,INE366I01010
Va Tech Wabag Ltd.,SERVICES,WABAG,INE956G01038
Vakrangee Ltd.,IT,VAKRANGEE,INE051B01021
Vardhman Textiles Ltd.,TEXTILES,VTL,INE825A01012
Varun Beverages Ltd.,CONSUMER GOODS,VBL,INE200M01013
Vedanta Ltd.,METALS,VEDL,INE205A01025
Vesuvius India Ltd.,INDUSTRIAL MANUFACTURING,VESUVIUS,INE386A01015
Videocon Industries Ltd.,CONSUMER GOODS,VIDEOIND,INE703A01011
Vijaya Bank,FINANCIAL SERVICES,VIJAYABANK,INE705A01016
Vinati Organics Ltd.,CHEMICALS,VINATIORGA,INE410B01029
Voltas Ltd.,CONSTRUCTION,VOLTAS,INE226A01021
WABCO India Ltd.,AUTOMOBILE,WABCOINDIA,INE342J01019
Welspun Corp Ltd.,METALS,WELCORP,INE191B01025
Welspun India Ltd.,TEXTILES,WELSPUNIND,INE192B01031
Whirlpool of India Ltd.,CONSUMER GOODS,WHIRLPOOL,INE716A01013
Wipro Ltd.,IT,WIPRO,INE075A01022
Wockhardt Ltd.,PHARMA,WOCKPHARMA,INE049B01025
Yes Bank Ltd.,FINANCIAL SERVICES,YESBANK,INE528G01027
Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,ZEEL,INE256A01028
Zee Learn Ltd.,MEDIA & ENTERTAINMENT,ZEELEARN,INE565L01011
Zensar Technolgies Ltd.,IT,ZENSARTECH,INE520A01019
eClerx Services Ltd.,IT,ECLERX,INE738I01010
